	P0_rep1	P0_rep2	AB_rep1	AB_rep2	P1_rep1	P1_rep2
B0280.9	272.71	315.57	144.15	137.77	190.15	177.39
B0281.1	0	0	0	0	0	0
B0281.3	0	0	0	0	0	0
B0281.4	0	0	0	0	0	0
B0281.5	101.87	86.94	40.58	17.56	0	18.96
B0281.6	0	0	0	0	0	0
B0281.7	0	0	0	0	0	0
B0281.8	0	0	0	0	0	0
B0284.1	0	0	0	0	0	0
B0284.2	0	0	0	0	0	0
B0284.3	0	0	0	0	0	0
B0284.4	0	0	0	0	0	0
B0284.5	0	0	0	0	0	0
B0284.6	0	0	0	0	0	0
B0284.7	0	0	0	0	0	0
B0285.11	0	0	0	0	0	0
B0285.12	0	0.29	0	0	0	0
B0285.14	0	0	0	0	0	0
B0285.15	0	0	0	0	0	0
B0285.16	0	0	0	0	0	0
B0285.3	90.61	118.27	81.93	32.38	157.38	37.31
B0285.4	261.74	273.41	142.21	159.73	96.69	162.09
B0285.6	0	0	0	0	0	0
B0285.t1	0	0	0	0	0	0
B0286.1	0	2.05	0	0	0	0
B0286.3	17.6	0	0	0	0	0
B0286.8	0	0	0	0	0	0
B0286.9	0	0	0	0	0	0
B0294.1	0	0	0	0	0	0
B0294.3	0	0	0	0	0	0
B0302.2	0	0	0	0	0	0
B0302.4	0	0	0	0	0	0
B0302.5	0	0	0	0	0	0
B0302.7	0	0	0	0	0	0
B0303.11	0	0	0	0	0	0
B0303.14	50.79	4.68	0.77	34.58	0	1.84
B0303.15	111.97	121.78	76.9	64.22	70.8	27.53
B0303.16	0	0	0	0	0	0
B0303.17	0	0	0	0	0	0
B0303.2	2.31	2.63	0.77	0	1.62	0
B0303.3	233.17	113.58	249.65	292.56	179.63	209.19
B0303.4	259.72	414.22	528.28	336.47	328.1	326.02
B0303.7	151.21	52.4	3.86	75.75	0.81	151.08
B0304.10	0	0	0	0	0	0
B0304.2	128.13	114.75	94.29	76.85	136.34	87.47
B0304.4	83.11	34.25	176.61	31.84	139.98	36.09
B0310.1	0	0	0	0	0	0
B0310.10	0	0	0	0	0	0
B0310.11	0	0	0	0	0	0
B0310.12	0	0	0	0	0	0
B0310.2	49.92	51.23	29.37	10.98	61.49	26.91
B0310.3	0	0	0	0	0	0
B0310.6	0	0	0	0	0	0
B0310.7	0	0	0	0	0	0
B0310.8	0	0	0	0	0	0
B0310.9	0	0	0	0	0	0
B0331.2	0	0	0	0	0	0
B0334.10	7.79	9.07	2.71	1.65	3.24	1.22
B0334.12	0	0	0	0	0	0
B0334.13	4.33	5.56	1.93	2.2	2.83	3.67
B0334.15	4.62	45.37	23.19	6.04	0	10.4
B0334.16	0	0	0	0	0	0
B0334.17	4.33	16.39	3.09	2.74	2.02	1.22
B0334.18	0	0	0	0	0	0
B0334.19	0	0	0	0	0	0
B0334.3	76.76	84.02	56.04	80.14	154.54	155.37
B0334.4	380.34	509.07	227.23	210.23	353.18	217.76
B0334.5	69.84	79.62	41.35	72.45	286.84	209.19
B0334.6	0	0	0	0	0	0
B0334.9	0	0	0	0	0	0
B0336.11	0	0	0	0	0	0
B0336.12	0	0	0	0	0	0
B0336.13	152.08	211.94	152.65	69.71	113.68	70.34
B0336.14	0	0	0	0	0	0
B0336.15	0	0	0	0	0	0
B0336.16	0	0	0	0	0	0
B0336.3	226.24	240.92	265.88	243.16	57.85	156.59
B0336.5	218.45	225.7	355.53	161.37	324.46	210.42
B0336.7	39.25	41.28	74.2	49.4	0	87.47
B0344.1	0	0	0	0	0	0
B0344.3	0	0	0	0	0	0
B0344.4	0	0	0	0	0	0
B0344.5	0	0	0	0	0	0
B0344.t1	0	0	0	0	0	0
B0344.t2	0	0	0	0	0	0
B0344.t3	0	0	0	0	0	0
B0348.1	0	0	0	0	0	0
B0348.2	0	0	0	0	0	0
B0348.5	0	0	0	0	0	0
B0350.67	0	0	0	0	0	0
B0350.68	0	0	0	0	0	0
B0350.69	0	0	0	0	0	0
B0350.70	0	0	0	0	0	0
B0350.71	0	0	0	0	0	0
B0350.72	0	0	0	0	0	0
B0350.73	0	0	0	0	0	0
B0350.74	0	0	0	0	0	0
B0350.75	0	0	0	0	0	0
B0350.76	0	0	0	0	0	0
B0350.77	0	0	0	0	0	0
B0350.78	0	0	0	0	0	0
B0350.79	0	0	0	0	0	0
B0350.80	0	0	0	0	0	0
B0350.81	0	0	0	0	0	0
B0350.82	0	0	0	0	0	0
B0350.83	0	0	0	0	0	0
B0350.84	0	0	0	0	0	0
B0350.t1	0	0	0	0	0	0
B0353.1	0	0	0	0	0	0
B0353.2	0	0	0	0	0	0
B0361.11	0	0	0	0	0	0
B0361.2	189.02	154.56	265.88	148.2	103.97	96.64
B0361.3	274.44	155.15	325	326.04	98.71	418.39
B0361.4	3.75	1.76	0	0.55	1.62	1.84
B0361.6	168.53	259.07	179.7	208.03	288.86	142.52
B0361.8	282.23	337.23	388.77	317.81	492.76	338.26
B0361.9	49.35	16.98	70.72	45.01	219.68	66.06
B0365.1	86	35.42	100.48	192.66	47.33	107.65
B0365.2	0	0	0	0	0	0
B0365.7	0	0	0	0	0	0
B0365.8	0	0	0	0	0	0
B0379.1	0	0	14.69	0	0	0
B0379.10	0	0	0	0	0	0
B0379.11	0	0	0	0	0	0
B0379.2	0	0	0	0	0	0
B0379.6	0	0	0	0	0	0
B0379.7	0	0	0	0	0	0
B0379.8	0	0	0	0	0	0
B0379.9	0	0	0	0	0	0
B0391.1	0	0	0	0	0	0
B0391.10	0	0	0	0	0	0
B0391.13	0	0	0	0	0	0
B0391.3	0	0	0	0	0	0
B0391.8	22.22	0	0	20.86	0	0.61
B0393.10	0	0	0	0	0	0
B0393.11	0	0	0	0	0	0
B0393.12	0	0	0	0	0	0
B0393.13	0	0	0	0	0	0
B0393.14	0	0	0	0	0	0
B0393.15	0	0	0	0	0	0
B0393.16	0	0	0	0	0	0
B0393.3	513.96	439.1	632.62	809.62	582.57	859.4
B0393.4	0	2.05	0	0	0	0
B0393.5	5.19	0	0	0	0	0
B0393.6	219.32	256.44	363.65	275.54	364.11	182.89
B0393.7	0	0	0	0	0	0
B0393.8	0	0	0	0	0	0
B0393.9	68.39	0	0	0.55	0	0
B0395.10	0	0	0	0	0	0
B0395.3	31.17	89.87	2.32	141.61	12.14	246.51
B0395.7	0	0	0	0	0	0
B0395.8	0	0	0	0	0	0
B0395.9	0	0	0	0	0	0
B0395.t1	0	0	0	0	0	0
B0399.3	0	0	0	0	0	0
B0399.t1	0	0	0	0	0	0
B0399.t10	0	0	0	0	0	0
B0399.t11	0	0	0	0	0	0
B0399.t12	0	0	0	0	0	0
B0399.t13	0	0	0	0	0	0
B0399.t14	0	0	0	0	0	0
B0399.t15	0	0	0	0	0	0
B0399.t16	0	0	0	0	0	0
B0399.t2	0	0	0	0	0	0
B0399.t3	0	0	0	0	0	0
B0399.t4	0	0	0	0	0	0
B0399.t5	0	0	0	0	0	0
B0399.t6	0	0	0	0	0	0
B0399.t7	0	0	0	0	0	0
B0399.t8	0	0	0	0	0	0
B0399.t9	0	0	0	0	0	0
B0403.10	0	0	0	0	0	0
B0403.11	0	0	0	0	0	0
B0403.12	0	0	0	0	0	0
B0403.13	0	0	0	0	0	0
B0403.14	0	0	0	0	0	0
B0403.3	0	0	0	0	0	0
B0403.5	0	0	0	0	0	0
B0403.6	0	0	0	0	0	0
B0403.7	0	0	0	0	0	0
B0403.8	0	0	0	0	0	0
B0403.9	0	0	0	0	0	0
B0410.1	0	0	0	0	0	0
B0410.3	0	36.59	0	0	0	0
B0410.4	0	0	0	0	0	0
B0412.3	100.71	73.77	161.54	242.61	95.48	206.13
B0412.6	0	0	0	0	0	0
B0412.7	0	0	0	0	0	0
B0414.10	0	0	0	0	0	0
B0414.11	0	0	0	0	0	0
B0414.12	0	0	0	0	0	0
B0416.1	0	0	0	0	0	0
B0416.2	0	0	0	0	0	0
B0416.3	2.31	4.68	1.55	0.55	0.4	1.84
B0416.4	76.47	97.77	98.93	105.39	87.79	39.76
B0416.5	437.19	430.91	242.69	441.86	157.38	348.65
B0416.7	0	0	0	0	0	0
B0416.8	0	0	0	0	0	0
B0416.9	0	0	0	0	0	0
B0432.1	4.04	0	0	0	0	0
B0432.10	118.32	132.9	82.31	29.09	107.21	36.09
B0432.11	0	0	0	0	0	0
B0432.13	85.13	134.66	112.07	120.76	42.48	27.53
B0432.14	28.57	24.59	13.14	0	6.47	0.61
B0432.16	0	0	0	0	0	0
B0432.17	0	0	0	0	0	0
B0432.18	0	0	0	0	0	0
B0432.19	0	0	0	0	0	0
B0432.6	9.52	48.89	64.92	11.53	0	0
B0432.7	0	0	0	0	0	0
B0432.8	64.93	95.43	11.59	40.62	177.6	37.31
B0432.9	7.79	6.73	0	0.55	0	0
B0454.12	0	0	0	0	0	0
B0454.13	0	0	0	0	0	0
B0454.14	0	0	0	0	0	0
B0454.15	0	0	0	0	0	0
B0454.16	0	0	0	0	0	0
B0454.17	0	0	0	0	0	0
B0454.18	0	0	0	0	0	0
B0454.19	0	0	0	0	0	0
B0454.20	0	0	0	0	0	0
B0454.21	0	0	0	0	0	0
B0454.22	0	0	0	0	0	0
B0454.23	0	0	0	0	0	0
B0454.24	0	0	0	0	0	0
B0454.25	0	0	0	0	0	0
B0454.5	0	0	0	0	0	0
B0454.6	3.75	11.42	0	0	0	0
B0454.8	0	0	0	0	0	0
B0454.9	12.41	20.2	34.01	23.05	0	37.31
B0457.10	0	0	0	0	0	0
B0457.11	0	0	0	0	0	0
B0457.12	0	0	0	0	0	0
B0457.13	0	0	0	0	0	0
B0457.14	0	0	0	0	0	0
B0457.15	0	0	0	0	0	0
B0457.16	0	0	0	0	0	0
B0457.17	0	0	0	0	0	0
B0457.18	0	0	0	0	0	0
B0457.19	0	0	0	0	0	0
B0457.2	0	0	0	0	0	0
B0457.3	0	0	0	0	0	0
B0457.4	0	0	0	0	0	0
B0457.6	0	0	0	0	0	0
B0457.8	0	0	0	0	0	0
B0457.9	0	0	0	0	0	0
B0462.1	0	0	0	0.55	0	0
B0462.4	0	0	0	0	0	0
B0462.5	0	0	0	0	0	0
B0464.2	210.66	192.91	273.22	360.07	389.6	242.22
B0464.6	426.52	459.3	310.32	510.47	263.37	403.09
B0464.9	41.27	56.21	121.35	145.46	197.02	168.82
B0478.23	0	0	0	0	0	0
B0478.24	0	0	0	0	0	0
B0478.25	0	0	0	0	0	0
B0478.26	0	0	0	0	0	0
B0478.3	0	0	0	0	0	0
B0491.1	12.99	2.63	0	0	0.4	33.03
B0491.10	0	0	0	0	0	0
B0491.11	0	0	0	0	0	0
B0491.5	163.62	283.37	207.52	146.55	120.16	176.16
B0491.6	62.04	65.28	215.64	200.89	1.21	165.15
B0491.7	101.87	45.96	0	3.29	0	22.02
B0491.9	0	0	0	0	0	0
B0491.t1	0	0	0	0	0	0
B0491.t2	0	0	0	0	0	0
B0495.11	0	0	0	0	0	0
B0495.12	0	0	0	0	0	0
B0495.13	0	0	0	0	0	0
B0495.14	0	0	0	0	0	0
B0495.15	0	0	0	0	0	0
B0495.16	0	0	0	0	0	0
B0495.17	0	0	0	0	0	0
B0495.18	0	0	0	0	0	0
B0495.19	0	0	0	0	0	0
B0495.2	129.57	48.3	519.78	117.46	62.71	201.24
B0495.20	0	0	0	0	0	0
B0495.21	0	0	0	0	0	0
B0495.22	0	0	0	0	0	0
B0495.5	162.18	56.21	102.8	59.83	16.59	25.08
B0495.6	32.03	51.23	22.41	7.14	58.66	12.85
B0495.7	66.95	60.3	229.94	339.76	0	73.4
B0495.8	137.36	134.66	116.71	111.97	195.81	126.01
B0495.9	100.42	67.33	267.81	127.34	214.82	171.88
B0496.1	0	0	0	0	0	0
B0496.11	0	0	0	0	0	0
B0496.12	0	0	0	0	0	0
B0496.13	0	0	0	0	0	0
B0496.14	0	0	0	0	0	0
B0496.15	0	0	0	0	0	0
B0496.16	0	0	0	0	0	0
B0496.17	0	0	0	0	0	0
B0496.18	0	0	0	0	0	0
B0496.19	0	0	0	0	0	0
B0496.2	0	0	0	0	0	0
B0496.6	0	0	0	0	0	0
B0507.1	0	0	0	0	0	0
B0507.10	0	0	0	0	0	0
B0507.13	0	0	0	0	0	0
B0507.14	0	0	0	0	0	0
B0507.2	31.74	8.2	78.06	63.67	0.4	38.54
B0507.3	0	0	0	0	0	0
B0507.4	0	0	0	0	0	0
B0507.5	0	0	0	0	0	0
B0507.6	0	0	0	0	0	0
B0507.7	0	0	0	0	0	0
B0507.8	0	0	0	0	0	0
B0507.9	0	0	0	0	0	0
B0511.11	0	0	0	4.39	0	0
B0511.12	198.25	181.79	153.42	316.16	126.22	199.41
B0511.13	303.29	302.69	103.18	174.55	84.15	148.64
B0511.15	0	0	0	0	0	0
B0511.16	0	0	0	0	0	0
B0511.2	4.91	7.9	0	1.65	0.4	1.84
B0511.6	192.77	202.87	202.11	170.71	50.17	252.62
B0511.7	247.6	181.5	86.56	164.12	213.61	154.75
B0513.11	0	0	0	0	0	0
B0513.12	0	0	0	0	0	0
B0513.2	56.85	122.66	112.84	52.69	202.28	87.47
B0513.4	0	0	0	0	0	0
B0513.5	0	0	0	0	0	0
B0513.6	0	0	0	0	0	0
B0513.7	0	0	0	0	0	0
B0513.9	0	0	0	0	0	0
B0513.t1	0	0	0	0	0	0
B0523.6	0	0	0	0	0	0
B0524.2	0	0	0	0	0	0
B0524.3	0	0	0	0	0	0
B0524.4	0	0	0	0	0	0
B0524.5	0	0	0	0	0	0
B0524.6	0	0.88	2.32	2.2	0.81	0
B0524.7	0	0	0	0	0	0
B0524.8	0	0	0	0	0	0
B0524.9	0	0	0	0	0	0
B0545.4	0	0	0	0	0	0
B0546.2	122.65	106.85	133.71	185.53	256.09	229.38
B0546.3	10.1	0	0	0	0	0
B0546.4	48.19	40.69	54.1	17.02	22.66	40.37
B0546.5	0	0	0	0	0	0
B0547.2	0	0	0	0	0	0
B0547.34	0	0	0	0	0	0
B0554.1	0	0	0	0	0	0
B0554.2	0	0	0	0	0	0
B0554.3	0	0	0	0	0	0
B0554.4	0	0	0	0	0	0
B0554.5	0	0	0	0	0	0
B0554.7	0	0	0	0	0	0
B0563.1	0	0	0	0	0	0
B0563.10	0	0	0	0	0	0
B0563.12	0	0	0	0	0	0
B0563.13	0	0	0	0	0	0
B0563.14	0	0	0	0	0	0
B0563.15	0	0	0	0	0	0
B0563.16	0	0	0	0	0	0
B0563.17	0	0	0	0	0	0
B0563.5	0	0	0	0	0	0
B0563.6	0	0	0	0	0	0
B0563.7	0	0	0	0	0	0
B0563.8	0	0	0	0	0	0
B0563.9	0	0	0	0	0	0
B0564.11	71.57	66.45	35.94	84.53	76.06	26.91
B0564.2	9.52	50.94	8.12	29.64	0	4.28
B0564.3	0	0	0	0	0	0
B0564.4	0	0	0	0	0	0
B0564.6	0	0	0	0	0	0
B0564.7	73.01	157.49	119.41	141.07	163.85	124.17
B0564.9	0	0	0	0	0	0
baf-1	277.9	338.11	168.11	108.13	157.38	89.3
bag-1	167.66	161.59	119.41	69.71	112.87	78.29
bah-1	0	0	0	0	0	0
bam-2	0.58	5.85	0	1.1	0	15.29
bar-1	0	0	0	0	0	0
bas-1	0	2.05	0	0	0	0
bath-1	2.31	12.59	15.07	19.21	83.74	7.34
bath-10	0	0	11.21	0	0	0
bath-11	0	0	0	0	0	0
bath-12	0	0	0	0	0	0
bath-13	0	0	0	0	0	0
bath-14	0	0	0	1.1	0	1.22
bath-15	168.53	134.95	122.89	72.45	70.39	31.81
bath-18	0	0	0	0	0	0
bath-19	0	0	0	0	0	0
bath-2	57.43	85.77	83.86	38.97	12.95	63.61
bath-20	0	0	0	0	0	0
bath-21	0	0	12.37	0	9.71	0
bath-22	0.58	3.51	0	0	0	0
bath-23	0	0	0	0	0	0
bath-24	0	0.29	0	0	0	0
bath-25	0	0	0	0	0	0
bath-26	0	0	0	0	0	0
bath-27	90.9	65.87	61.83	13.17	44.91	29.97
bath-28	54.83	89.28	0	15.37	38.03	43.43
bath-29	55.7	74.35	52.94	26.9	60.68	43.43
bath-3	0	0	0	0	0	0
bath-30	112.26	104.8	57.58	53.79	128.65	118.66
bath-31	0.29	0.29	0	0	0	0
bath-33	0	0	0	0	0	0
bath-34	0.29	18.44	0	0	0	4.89
bath-35	0	0	0	0	0	0
bath-36	27.99	92.8	9.27	25.25	25.49	39.76
bath-37	0	0	0	0	0	0
bath-38	25.97	62.35	306.84	156.43	44.91	109.49
bath-39	142.85	39.52	149.56	70.26	152.52	114.38
bath-4	45.02	8.2	40.19	25.25	0	5.51
bath-40	148.33	96.6	176.99	283.78	77.68	200.02
bath-41	424.79	301.52	355.53	285.97	212.8	309.51
bath-42	627.08	602.74	571.56	634.52	423.58	735.23
bath-43	369.67	192.03	291.38	296.95	234.65	486.28
bath-44	207.78	386.41	185.11	256.88	124.2	208.58
bath-45	0	0	0	0	0	0
bath-46	0	0	0	0	0	0
bath-47	0	0	0	0	0	0
bath-5	167.37	174.76	21.64	22.5	90.62	69.73
bath-6	0	43.62	23.19	22.5	60.28	40.98
bath-7	0	0	0	0	0	0
bath-8	0	0	0	0	0	0
bath-9	6.64	6.44	0	3.84	0	0
bbs-1	0	0	0	0	0	0
bbs-2	0	0	0	0	0	3.67
bbs-5	0	0	0	16.47	0	0
bbs-8	0	0	0	0	0	0
bbs-9	0	0	0	0	0	0
bca-1	66.95	9.66	27.82	34.03	0	58.72
bca-2	22.8	88.11	75.36	27.44	0.4	25.08
bcat-1	0	2.34	0	0	0	0
bcc-1	0	0	0	0	0	0
bcmo-1	0	0	0	0	0	0
bcmo-2	0	0	0	36.23	0	0
bcs-1	140.25	141.39	243.85	201.44	200.66	184.73
BE0003N10.1	46.46	37.47	68.4	24.7	44.91	1.84
BE0003N10.3	6.06	0	0	0.55	3.64	0.61
BE0003N10.4	0	0	0	0	0	0
BE0003N10.5	0	0	0	0	0	0
BE0003N10.t1	0	0	0	0	0	0
BE0003N10.t2	0	0	0	0	0	0
BE0003N10.t3	0	0	0	0	0	0
BE0003N10.t4	0	0	0	0	0	0
BE0003N10.t5	0	0	0	0	0	0
BE0003N10.t6	0	0	0	0	0	0
BE10.1	0	0	0	0	0	0
BE10.3	0	0	0	0	0	0
BE10.4	10.1	11.12	1.93	4.94	8.9	4.28
BE10.5	0	0	0	0	0	0
BE10.6	0	0	0	0	0	0
BE10.7	0	0	0	0	0	0
bec-1	97.54	31.32	119.03	27.99	9.71	43.43
bed-1	13.27	20.78	27.44	15.92	96.69	45.26
bed-2	37.8	27.22	1.16	18.66	0	11.01
bed-3	2.31	0	0	36.23	0	30.58
ben-1	1.15	0	38.65	2.74	18.61	13.46
bet-1	14.72	3.51	1.55	21.41	0	1.22
bet-2	213.55	201.99	30.53	143.26	31.96	229.99
bicd-1	0.87	0	0	0	0	0
bir-1	124.67	170.08	161.15	68.06	75.65	52.6
bir-2	187.29	94.55	86.95	107.03	37.62	128.45
bli-1	1.15	0	0	1.1	0	1.22
bli-2	0.87	0	0	0	0	0
bli-3	2.02	0	3.86	70.81	0	2.45
bli-4	449.6	572.59	697.93	672.94	430.86	558.46
bli-5	0	0	0	0	0	0
bli-6	0	0	0	0	0	0
blmp-1	0	17.86	0.77	0.55	0	0
bmk-1	26.84	45.67	62.99	79.59	57.04	203.08
bmy-1	96.67	190.57	139.12	69.71	126.22	63
bpl-1	4.91	3.22	0	7.14	0	37.31
bra-1	43	46.25	3.86	32.93	12.14	4.89
bra-2	139.09	137.88	258.54	154.24	334.57	132.73
brc-1	54.25	55.33	16.23	115.82	13.76	66.67
brc-2	121.2	169.79	157.67	95.51	151.31	137.63
brd-1	172.57	93.09	127.53	265.12	95.48	199.41
bre-1	0	0.29	0	0	0	0
bre-2	0	0	0	0	0	0
bre-3	28.86	26.64	71.11	84.53	209.97	57.5
bre-4	27.13	100.12	44.44	32.38	0	81.35
bre-5	151.21	202.87	65.7	138.87	91.43	58.11
brf-1	165.93	249.12	425.1	293.66	388.38	311.34
bro-1	0	0	0	0	0	0
brp-1	0	0	0	0	0	0
btb-1	0	0	0	0	0	0
btb-10	0	0.88	0	0	0	0
btb-11	0.58	0	0	0	0	0
btb-12	0	0	0	0	0	0
btb-13	0	0	0	0	0	0
btb-14	0	0	0	0	0	0
btb-15	0	0.29	0	0	0	0
btb-16	0	0	0	0	0	0
btb-17	0	0	0	0	0	0
btb-18	0	0	0	0	0	0
btb-19	124.67	184.42	51.4	35.68	0.4	110.1
btb-2	0	0	0	0	0	0
btb-20	10.39	5.56	5.41	0	0	4.28
btb-21	0	0	0	0	0	0
btb-3	0	15.22	0	0	0	0
btb-4	30.01	59.43	10.05	6.59	27.91	11.01
btb-5	0	18.74	0	0	0	0
btb-6	94.65	85.77	38.65	42.81	29.94	44.04
btb-7	1.73	0	0	10.98	0	11.01
btb-8	0	0	0	0	0	0
btb-9	0	0	0	0	0	0
btf-1	27.13	113.29	93.13	55.44	25.49	6.73
bub-1	123.8	113.29	263.56	266.76	166.28	221.43
bub-3	211.53	205.79	390.31	210.77	493.16	185.95
bus-1	0	0	0	0	0	0
bus-17	0	0.29	0	0	0	0
bus-18	1.44	0	0.39	0	0	0
bus-19	0	14.05	0	0	0	0
bus-2	0	0	0	0	0	0
bus-4	0	0	0	17.56	0	0
bus-8	0	0.88	0	0	0	0
byn-1	169.11	186.18	139.51	110.88	91.84	112.55
C01A2.1	0	0	0	0	0	0
C01A2.10	0	0	0	0	0	0
C01A2.2	0	0	0	4.39	0	0.61
C01A2.3	139.38	198.77	132.94	79.04	2.02	80.13
C01A2.4	59.16	114.46	29.37	58.18	106	36.7
C01A2.5	435.46	462.81	534.85	237.12	303.42	349.27
C01A2.6	0	0	0	0	0	0
C01A2.8	0	0	0	0	0	0
C01A2.9	0	2.63	0	0	0	0
C01B10.10	0	0	0	0	0	0
C01B10.11	0	0	0	0	0	0
C01B10.3	0	37.76	0	0	0	0
C01B10.4	0	0	0	0	0	0
C01B10.44	0	0	0	0	0	0
C01B10.45	0	0	0	0	0	0
C01B10.46	0	0	0	0	0	0
C01B10.47	0	0	0	0	0	0
C01B10.6	0	0	0	0	0	0
C01B10.7	0	0	0	0	0	0
C01B10.8	276.17	241.21	219.12	237.12	294.52	178
C01B10.9	245.29	346.6	185.5	259.08	327.29	118.05
C01B12.10	0	0	0	0	0	0
C01B12.2	69.84	136.12	0	49.4	0	50.77
C01B12.3	0	0	0	0	0	0
C01B12.4	0	0	0	0	0	0
C01B12.5	0	0	0	0	0	0
C01B12.8	55.12	153.69	231.1	53.24	234.24	58.11
C01B12.9	10.39	12.59	25.12	2.2	0	0
C01B4.2	0	0	0	0	0	0
C01B4.6	0	0	0	0	0	0
C01B4.7	0	0	0	0	0	0
C01B4.8	0	0	0	0	0	0
C01B4.9	0	0	0	0	0	0
C01B7.10	0	0	0	0	0	0
C01B7.11	0	0	0	0	0	0
C01B7.12	0	0	0	0	0	0
C01B7.13	0	0	0	0	0	0
C01B7.14	0	0	0	0	0	0
C01B7.15	0	0	0	0	0	0
C01B7.16	0	0	0	0	0	0
C01B7.3	0	0	0	0	0	0
C01B7.5	0	0	0	0	0	0
C01B7.7	0	0	0	0	0	0
C01B7.8	0	0	0	0	0	0
C01B7.9	0	0	0	0	0	0
C01B9.1	0	0	0	0	0	0
C01B9.3	0	0	0	0	0	0
C01B9.4	0	0	0	0	0	0
C01B9.5	0	0	0	0	0	0
C01B9.6	0	0	0	0	0	0
C01C10.2	0	0	0	0	0	0
C01C10.5	0	0	0	0	0	0
C01C4.2	0	0	0	0	0	0
C01C4.3	0	0	0	0	0	0
C01C4.4	0	0	0	0	0	0
C01C4.5	0	0	0	0	0	0
C01C4.6	0	0	0	0	0	0
C01C4.7	0	0	0	0	0	0
C01F1.1	120.91	107.14	311.09	231.08	336.6	94.81
C01F1.3	0	0	0	0	0	0
C01F1.4	19.62	0.59	0	10.43	0	0
C01F1.5	0	0	0	0	0	0
C01F1.6	110.52	47.42	55.65	115.27	146.86	201.85
C01F1.7	0	0	0	0	0	0
C01F1.8	0	0	0	0	0	0
C01F4.4	0	0	0	0	0	0
C01F4.5	0	0	0	0	0	0
C01F4.6	0	0	0	0	0	0
C01F4.7	0	0	0	0	0	0
C01F4.8	0	0	0	0	0	0
C01F4.9	0	0	0	0	0	0
C01F6.12	0	0	0	0	0	0
C01F6.13	0	0	0	0	0	0
C01F6.2	8.08	2.93	0	6.59	0	0
C01F6.9	49.92	62.65	37.87	17.56	48.95	14.07
C01G10.1	0	0	0	0	0	0
C01G10.10	10.1	97.19	119.03	73.55	135.53	184.11
C01G10.13	0	0	0	0	0	0
C01G10.14	0	0	0	0	0	0
C01G10.15	0	0	0.77	0.55	0	0
C01G10.16	0	0	0	0	0	0
C01G10.17	0	0	0	0	0	0
C01G10.18	0	0	0	0	0	0
C01G10.19	0	0	0	0	0	0
C01G10.4	0	0	0	0	0	0
C01G10.5	0	0	0	0	0	0
C01G10.6	0	1.46	0	0	0	0
C01G10.7	107.64	125.29	105.11	82.88	127.44	82.58
C01G10.8	402.85	380.26	345.49	357.88	359.25	309.51
C01G10.9	0	0	0	0	0	0.61
C01G12.1	10.97	11.12	37.1	1.65	0	40.37
C01G12.12	0	0	0	0	0	0
C01G12.13	0	0	0	0	0	0
C01G12.14	0	0	0	0	0	0
C01G12.15	0	0	0	0	0	0
C01G12.3	3.75	9.95	42.12	2.2	41.67	0
C01G12.5	0	0	0	0	0	0
C01G12.7	0	0	0	0	0	0
C01G12.9	0	0	0	0	0	0
C01G5.3	0	0	0	0	0	0
C01G5.4	0	0	0	0	0	0
C01G5.5	133.03	108.02	80	87.27	170.32	22.63
C01G5.6	485.67	410.12	269.74	281.03	274.7	361.5
C01G5.7	0	0	0	0	0	0
C01G5.9	13.85	0	0	0	0	0
C01G6.10	0	0	0	0	0	0
C01G6.13	0	0	0	0	0	0
C01G6.2	0	0	0	0	0	0
C01G6.3	440.66	394.9	351.67	453.39	419.94	212.86
C01G6.4	151.21	201.4	57.58	94.41	148.48	117.44
C01G6.5	391.89	397.24	314.96	568.1	377.05	502.8
C01G6.9	0	0	0	0	0	0
C01G8.1	342.83	343.09	612.14	475.34	964.48	497.29
C01G8.10	0	0	0	0	0	0
C01G8.6	69.84	54.45	110.14	73	47.74	48.32
C01H6.10	0	0	0	0	0	0
C01H6.11	0	0	0	0	0	0
C01H6.2	0	0	0	0	0	0
C01H6.3	0	0	59.13	0	0	0
C01H6.4	0	0	0	0	0	0
C01H6.6	0	0	0	0	0	0
C01H6.8	9.81	0.29	0	0	0	0
C01H6.9	72.43	93.38	132.94	266.76	24.68	149.86
C02B10.2	98.4	132.61	72.27	46.66	70.8	55.66
C02B10.3	0	0	0	0	0	0
C02B10.4	231.73	269.02	253.51	207.48	202.28	161.48
C02B10.5	10.39	0.29	0	71.9	1.62	76.46
C02B10.6	0	0	0	0	0	0
C02B10.71	0	0	0	0	0	0
C02B10.72	0	0	0	0	0	0
C02B10.73	0	0	0	0	0	0
C02B10.74	0	0	0	0	0	0
C02B4.10	0	0	0	0	0	0
C02B4.11	0	0	0	0	0	0
C02B4.12	0	0	0	0	0	0
C02B4.13	0	0	0	0	0	0
C02B4.14	0	0	0	0	0	0
C02B4.3	0	0	0	0	0	0
C02B4.4	0	0	0	0	0	0
C02B4.5	0	0	0	0	0	0
C02B4.6	0	0	0	0	0	0
C02B4.7	0	0	0	0	0	0
C02B4.8	0	0	0	0	0	0
C02B4.9	0	0	0	0	0	0
C02B4.t1	0	0	0	0	0	0
C02B4.t2	0	0	0	0	0	0
C02B8.1	0	0	0	0	0	0
C02B8.11	0	0	0	0	0	0
C02B8.3	0	0	0	0	0	0
C02B8.5	0	0	0	0	0	0
C02B8.6	58.87	122.95	69.56	65.87	19.01	11.62
C02B8.7	0	0	0	0	0	0
