	logFC	logCPM	PValue
hsp-3	-1.52	8.48	0.00579
hsp-4	0.197	9.58	0.672
hsp-6	0.277	7.82	0.689
hsp-60	0.63	9.25	0.182
hsr-9	0.12	9.46	0.804
hst-1	0.493	8.08	0.457
hst-2	0.494	6.57	0.665
hst-6	1.95	6.96	0.135
htp-1	0.705	7.64	0.332
htp-2	-0.708	5.73	0.625
htp-3	0.541	7.43	0.528
htz-1	0.186	8.83	0.717
hum-1	0.415	6.62	0.744
hum-2	0.605	7.6	0.407
hus-1	0.693	6.08	0.605
hut-1	0.852	7.19	0.322
hyl-1	0.527	8.59	0.316
hyl-2	0.37	6.09	0.806
hyls-1	0.542	7.72	0.489
iars-1	-1.59	6.96	0.128
iars-2	-1.81	6.3	0.173
icd-1	0.236	8.4	0.669
icl-1	0.338	7.44	0.675
icp-1	-0.361	7.37	0.653
ida-1	4.97	4.28	0.0406
idh-1	0.444	8.86	0.36
idh-2	-0.431	6.37	0.716
idi-1	0.342	7.07	0.708
ife-1	-0.372	6.32	0.757
ife-2	0.326	6.01	0.814
ife-3	0.498	7.3	0.545
ife-4	1.48	4.47	0.421
iff-1	-0.774	6.46	0.494
iffb-1	-0.6	6.36	0.637
ifg-1	-0.148	7.31	0.863
ifta-1	-0.231	3.95	0.931
iftb-1	0.207	7.77	0.774
ify-1	-0.05	9.5	0.919
igcm-1	4.4	3.8	0.0652
igcm-3	-3.13	5.26	0.0621
ikke-1	-0.294	8.65	0.573
ile-1	0.282	8.52	0.571
ile-2	-0.496	6.06	0.731
ima-1	-0.00713	8.27	0.993
ima-2	0.224	9.82	0.623
ima-3	0.457	8.35	0.447
imb-1	0.528	8.11	0.374
imb-2	-1.19	7.95	0.0577
imb-3	0.143	9.12	0.809
immp-2	-2.14	3.54	0.265
immt-1	-0.0188	6.79	0.995
immt-2	-1.29	7.4	0.131
imp-1	-0.45	9.53	0.326
imp-2	0.246	9.27	0.608
imp-3	-1.06	8.22	0.053
ina-1	0.942	7.76	0.165
inf-1	0.124	9.42	0.792
inft-2	-1.02	7.4	0.188
ing-3	0.622	7.12	0.518
inx-10	-0.669	5.15	0.714
inx-11	-1.66	4.37	0.369
inx-12	1.02	6.16	0.569
inx-13	-1.5	4.85	0.42
inx-14	0.195	8.85	0.677
inx-19	-3.29	3.01	0.152
inx-2	-0.207	7.29	0.801
inx-21	-0.892	7.17	0.348
inx-22	-0.454	8.37	0.389
inx-3	-1.11	7.51	0.182
inx-7	-0.0281	8.26	0.963
ipla-1	0.287	6.67	0.821
ire-1	-0.496	8.11	0.429
irk-3	-5.83	5.13	0.0161
islo-1	-4.94	4.9	0.0313
isp-1	0.556	8.17	0.347
ist-1	-1.38	4.24	0.523
isw-1	0.11	8.65	0.823
itsn-1	-1.55	5.19	0.346
ivd-1	0.573	7.98	0.375
jac-1	1.52	5.89	0.27
jamp-1	-0.0869	7.44	0.916
JC8.2	-0.584	7.87	0.39
JC8.5	2.88	5.63	0.065
JC8.7	0.385	6.68	0.716
jip-1	-4.42	4.83	0.053
jmjd-2	-0.0927	6.72	0.936
jtr-1	0.797	6.37	0.541
jun-1	0.0193	4.29	1
K01A2.5	-1.04	3.54	0.649
K01C8.6	-0.487	5.58	0.752
K01C8.7	-1.33	6.78	0.296
K01D12.6	0.507	8.9	0.288
K01G12.3	1.69	6.96	0.106
K01G5.10	-2.26	2.81	0.249
K01G5.5	0.0406	9.1	0.934
K01G5.8	-0.194	5.42	0.906
K01G5.9	-0.463	7.22	0.605
K02A6.3	3.82	5.1	0.0789
K02B12.2	0.504	6.76	0.638
K02B12.5	0.111	7.68	0.872
K02B12.7	-0.349	6.89	0.72
K02B2.1	0.779	8.65	0.119
K02B2.3	0.958	7.84	0.145
K02C4.3	0.199	9.13	0.675
K02D10.1	-0.269	6.25	0.872
K02D10.4	-3.04	4.9	0.154
K02E10.1	2.18	3.43	0.301
K02F3.12	-0.407	6.53	0.75
K02F6.7	-1.52	6.9	0.117
K02G10.1	-1.02	5.38	0.536
K03A1.2	1.02	6.91	0.375
K03A11.1	0.951	4.68	0.614
K03B4.1	1.49	6.9	0.131
K03B4.2	0.135	7.87	0.848
K03E6.7	-2.04	3.33	0.291
K03H1.13	-0.637	5.52	0.661
K03H1.7	0.795	4.94	0.635
K03H4.2	1.59	2.86	0.437
K04B12.2	-0.513	4.4	0.794
K04C1.2	-1.02	6.52	0.429
K04C1.3	-0.175	6.04	0.905
K04C2.2	1.29	6.83	0.367
K04C2.3	-0.431	7.1	0.639
K04C2.8	2.61	2.52	0.267
K04D7.4	-4.6	4.03	0.0518
K04F10.1	1.02	3.89	0.63
K04F10.3	0.21	8.79	0.691
K04F10.7	-0.27	8.58	0.591
K04G2.10	0.687	7.07	0.484
K04G2.11	-0.0406	3.17	1
K04G2.6	-0.502	7.72	0.504
K04G7.1	0.34	8.64	0.509
K04G7.11	-0.478	7.19	0.593
K05B2.2	1.22	5.71	0.401
K05C4.11	-2.87	2.73	0.202
K05C4.2	0.617	6.58	0.601
K05C4.5	0.346	8.38	0.607
K05C4.7	-0.197	7.54	0.793
K06A5.1	1.85	7.62	0.0139
K06B9.2	-2.09	4.39	0.289
K06B9.4	0.843	4.31	0.638
K06H7.2	2.82	4.15	0.186
K06H7.3	0.447	7.8	0.523
K06H7.7	-0.423	8.36	0.485
K07A1.1	0.0188	6.89	0.991
K07A1.10	0.579	6.51	0.625
K07A1.15	-1.55	4.51	0.371
K07A1.17	0.886	7.02	0.341
K07A1.9	0.0992	7.26	0.915
K07A12.1	0.72	8.29	0.175
K07A12.2	0.754	9.51	0.122
K07A12.4	0.862	7.71	0.2
K07A12.5	-4.84	4.24	0.0419
K07A12.7	-1.16	6.38	0.358
K07B1.4	-0.043	7.22	0.965
K07B1.6	-0.383	3.75	0.876
K07B1.7	-0.153	7.77	0.829
K07C5.2	-4.93	5.47	0.00649
K07C5.3	-0.446	7.47	0.554
K07C5.4	0.174	8.91	0.733
K07C5.6	-0.161	8.68	0.741
K07E3.1	1.36	7.18	0.328
K07E3.2	-2.23	5.71	0.208
K07E3.4	3.24	5.49	0.119
K07E8.7	-1.82	5.87	0.241
K07F5.12	-0.0889	7.56	0.913
K07F5.14	0.986	8.09	0.116
K07F5.15	-0.596	3.15	0.773
K07G5.6	0.562	7.45	0.451
K07H8.1	1.1	7.59	0.118
K07H8.10	0.167	9.62	0.717
K07H8.2	-0.186	9.31	0.691
K07H8.3	-1.4	4.18	0.497
K07H8.9	1.15	3.39	0.607
K08A2.1	0.162	5.51	0.928
K08A2.4	1.2	5.15	0.468
K08D10.12	-0.306	3.11	0.913
K08D12.3	0.458	7.7	0.523
K08E3.10	-3.14	2.91	0.151
K08E3.4	-0.565	6.6	0.671
K08E3.5	0.5	9.42	0.287
K08E4.2	-0.364	5.93	0.799
K08E4.3	0.535	5.88	0.722
K08E4.6	0.636	7.45	0.415
K08E7.5	5.15	4.45	0.0137
K08F11.5	-1.09	6.96	0.249
K08F4.1	-0.414	8.44	0.417
K08F4.2	0.222	9.26	0.651
K08F4.3	1.53	8.16	0.0102
K08F8.1	0.317	6.87	0.772
K08F9.4	-0.0602	8.48	0.907
K08H10.9	-0.0925	6.83	0.937
K08H2.3	3.61	5.68	0.0312
K08H2.4	-2.88	2.74	0.185
K09A11.1	-2.07	5.77	0.151
K09C4.10	1.85	6.72	0.218
K09E3.5	1.44	4.19	0.457
K09E3.7	-1.71	5.9	0.215
K09E4.2	0.445	5.51	0.788
K09E4.3	-0.117	5.7	0.949
K09E9.3	-0.0236	6.81	0.985
K09F5.6	-3.4	3.97	0.139
K09H9.2	0.0539	6.67	0.969
K10B2.4	-0.000984	5.9	1
K10B3.5	1.59	2.66	0.461
K10B4.3	-0.581	5.77	0.74
K10C3.2	0.5	8.34	0.355
K10C3.4	0.168	6.98	0.862
K10C3.5	-0.155	6.63	0.898
K10C8.1	3	2.76	0.195
K10C8.3	0.474	7.51	0.538
K10D2.1	-0.0367	8.3	0.949
K10D2.5	-0.259	6.72	0.815
K10G9.2	1.23	2.95	0.596
K10H10.1	-0.888	5.41	0.558
K10H10.2	0.907	4.37	0.616
K11B4.1	0.431	4.79	0.822
K11B4.2	-0.112	5.84	0.938
K11D12.12	2.96	2.74	0.202
K11D12.5	-3.96	5.15	0.029
K11D2.5	2.05	4.25	0.319
K11G12.5	-1.2	5.97	0.365
K11G12.6	-0.1	6.44	0.943
K11H12.1	1.9	3	0.364
K11H12.8	1.34	7.44	0.145
K11H3.3	1.25	4.86	0.453
K11H3.4	2.19	4.07	0.317
K11H3.6	0.0414	3.62	1
K11H3.8	3.49	3.1	0.127
K12C11.1	-0.163	6.15	0.905
K12D12.5	-0.475	7.22	0.727
K12H4.2	0.882	5.79	0.535
K12H4.3	-1.27	5.97	0.356
K12H4.4	0.0832	7.05	0.933
K12H4.5	0.128	5.08	0.944
K12H6.2	2.72	4.4	0.173
K12H6.6	-2.12	4.93	0.198
K12H6.7	-4.77	4.17	0.0245
kal-1	-0.0707	5.27	0.975
kap-1	-0.787	5.02	0.696
kars-1	-0.00126	9.3	1
kat-1	0.163	7.16	0.861
kbp-1	0.394	6.34	0.756
kbp-2	0.0189	6.23	1
kbp-3	-0.169	5.97	0.902
kbp-4	-0.0157	5.41	1
kbp-5	0.226	7.26	0.819
kca-1	-0.498	6.1	0.761
kcc-1	-1.53	7.06	0.103
kel-3	0.617	7.63	0.38
kgb-1	0.964	6.08	0.457
kin-10	0.293	8.55	0.554
kin-14	-1.11	5.14	0.562
kin-18	0.618	9.1	0.206
kin-19	-0.201	8.72	0.678
kin-2	0.283	5.25	0.888
kin-20	1.24	5.78	0.445
kin-25	-0.408	6.3	0.739
kin-29	0.408	3.93	0.871
kin-3	-0.283	8.63	0.571
kin-32	1.11	5.91	0.445
kin-33	2.87	3.7	0.185
kin-34	-2.24	2.79	0.298
kin-4	-0.307	8.64	0.689
klc-1	-0.055	8.81	0.917
klc-2	-0.292	6.82	0.808
kle-2	-0.975	7.49	0.212
klp-12	-1.18	8.53	0.0336
klp-15	0.0258	7.18	0.985
klp-16	0.173	7.48	0.82
klp-18	-0.149	6.88	0.892
klp-19	-0.226	7.7	0.747
klp-3	-0.299	5.29	0.866
klp-7	0.0841	7.34	0.926
klp-8	-0.241	5.73	0.871
knl-1	-0.291	8.41	0.591
knl-2	-0.628	8	0.338
knl-3	0.354	6.96	0.707
kpc-1	-0.784	3.34	0.721
ksr-1	-0.31	5.58	0.876
ksr-2	0.0227	7.36	0.978
kup-1	0.728	8.48	0.153
lab-1	0.000757	7.91	1
lact-3	0.745	6.4	0.538
lact-9	-0.5	3.95	0.805
laf-1	1.34	5.58	0.371
lag-1	0.0824	8.77	0.878
lap-1	-0.0614	7.92	0.924
lap-2	0.599	9.22	0.238
larp-1	0.274	8.24	0.658
larp-5	-0.151	8.97	0.773
lars-1	-0.124	7.77	0.865
lars-2	0.537	7.1	0.655
lat-1	-1.47	8.13	0.0684
lbp-1	-3.7	4.37	0.0633
lbp-4	0.0301	6.66	0.985
lbp-9	2.4	6.28	0.0612
ldb-1	1.83	5.3	0.28
ldh-1	0.713	6.91	0.482
lea-1	-0.212	8.39	0.736
lec-1	0.0259	7.36	0.982
lec-3	3.8	4.58	0.0937
lec-4	-0.539	4.63	0.759
lem-2	2.75	4.21	0.144
lem-3	-1.73	8.03	0.004
let-19	-0.931	7.29	0.279
let-363	0.237	8.76	0.64
let-4	1.38	4.95	0.507
let-413	0.469	6.21	0.78
let-418	-0.641	7.95	0.306
let-49	0.552	7.33	0.529
let-502	-0.201	7.95	0.787
let-504	-0.741	9.21	0.133
let-526	-0.239	6.93	0.81
let-60	0.328	7.4	0.686
let-607	0.328	8.94	0.542
let-653	0.193	4.49	0.932
let-70	0.29	9.32	0.553
let-711	0.544	7.72	0.492
let-716	0.177	8.06	0.782
let-721	-0.257	8.61	0.639
let-754	0.16	7	0.867
let-765	0.116	6.47	0.932
let-767	-0.153	7.21	0.86
let-805	4.33	3.74	0.0684
let-858	-0.374	7.68	0.607
let-92	0.466	9.15	0.368
let-99	-1.69	7.41	0.0576
letm-1	-0.397	8.57	0.434
lev-10	2.51	2.68	0.222
lex-1	-0.282	8.72	0.566
lfe-2	-1.05	6.31	0.44
lgc-30	-3.57	3.21	0.121
lgc-31	4.93	4.25	0.0407
lgc-35	-4.03	3.56	0.0855
lgc-40	0.787	5.22	0.669
lgg-1	0.144	8.08	0.813
lgg-2	0.682	7.9	0.293
lgg-3	0.129	5.97	0.932
lgl-1	1.56	4.87	0.461
lgx-1	3.65	3.21	0.12
lig-1	-0.375	8.37	0.5
lig-4	-0.784	5.74	0.646
lin-10	-1.15	5.2	0.487
lin-12	2.43	4.11	0.245
lin-13	-0.621	6.95	0.564
lin-15A	0.475	6.39	0.742
lin-15B	-0.549	6.63	0.682
lin-17	2.63	3.53	0.222
lin-23	0.122	7.7	0.885
lin-24	0.803	7.53	0.316
lin-25	1.15	6.88	0.296
lin-26	0.135	8.63	0.78
lin-28	-2.7	4.41	0.164
lin-3	-0.724	7.39	0.353
lin-35	0.288	8.05	0.703
lin-36	-0.693	7.4	0.399
lin-37	-0.697	7	0.449
lin-39	1.96	5.24	0.229
lin-40	-0.421	6.73	0.705
lin-41	1.47	6.38	0.249
lin-45	0.973	8.28	0.112
lin-49	-1.68	5.78	0.263
lin-5	-0.282	7.07	0.781
lin-52	-0.185	5.7	0.906
lin-53	-0.42	9.23	0.369
lin-54	-0.246	7.43	0.799
lin-56	0.813	7	0.372
lin-59	-0.216	7.54	0.768
lin-61	0.446	8.25	0.411
lin-65	-0.0723	7.73	0.914
lin-66	-0.235	6.35	0.846
lin-8	0.576	5.97	0.675
lin-9	0.0772	6.88	0.954
lip-1	0.991	5.19	0.641
lips-1	-2.66	2.6	0.247
lips-12	3.03	2.78	0.189
lips-3	3.22	2.9	0.168
lir-1	0.119	7.89	0.85
lir-2	-0.991	5.64	0.536
lir-3	-3.37	4.69	0.0728
lis-1	-0.136	6.53	0.917
lit-1	1.28	6.87	0.201
LLC1.3	-0.0269	8.48	0.963
lmn-1	-0.189	9.07	0.688
lmp-1	-0.0935	7.97	0.885
lnp-1	-0.609	5.49	0.757
lon-2	0.848	5.88	0.613
lon-8	4.55	3.92	0.0574
lpd-2	2.07	6.73	0.0937
lpd-3	-0.937	6.33	0.432
lpd-5	0.485	6.33	0.696
lpd-6	0.12	6.38	0.928
lpd-7	-1.07	7.82	0.12
lpd-8	0.0456	6.7	0.967
lpd-9	0.0732	5.84	0.962
lpin-1	1.56	8.49	0.015
lpl-1	1.15	7.4	0.18
lrk-1	0.372	6.53	0.764
lrp-1	-3.24	3.47	0.137
lrp-2	-3.2	5.23	0.0751
lrr-1	0.561	8.2	0.318
lsd-1	0.333	7.38	0.686
lsl-1	0.285	7.97	0.646
lsm-1	0.351	6.24	0.787
lsm-3	0.217	5.59	0.89
lsm-4	0.708	3.91	0.706
lsm-5	-0.101	6.39	0.939
lsm-6	0.944	4.47	0.585
lsm-7	0.333	5.99	0.821
lsm-8	0.739	5.74	0.614
lst-1	0.381	9	0.429
lst-2	-3.1	6.01	0.0475
lst-3	-0.0527	8.99	0.919
lst-4	0.601	8.52	0.225
lsy-12	0.381	8.15	0.497
lsy-13	-0.2	7.16	0.829
lsy-2	-0.325	7.08	0.728
lsy-22	0.504	7.14	0.565
lsy-27	-0.571	7.24	0.539
M01A10.1	1.55	7.3	0.251
M01B12.4	0.819	8.16	0.242
M01E11.1	2.29	5.66	0.178
M01E11.2	-0.145	8.07	0.803
M01E11.3	1.39	8.1	0.0379
M01E5.2	-0.577	4.8	0.796
M01E5.3	0.0417	8.33	0.939
M01E5.4	-0.567	7.11	0.533
M01F1.3	0.0615	3.6	1
M01F1.4	-0.429	7.58	0.699
M01F1.6	1.38	2.74	0.516
M01F1.7	2.22	4.22	0.308
M01F1.8	0.157	5.25	0.928
M01F1.9	-1.87	2.85	0.34
M01G5.3	-0.255	6.26	0.841
M01H9.3	0.458	8.64	0.367
M02B1.2	-4	4.29	0.0782
M02B1.3	-0.428	8.86	0.383
M02B7.2	-0.456	4.29	0.817
M02B7.4	2.8	2.86	0.177
M02B7.5	1.94	6.15	0.2
M02B7.7	0.297	4.56	0.869
M02D8.3	-2.94	5.28	0.0999
M02E1.1	-1.16	5.69	0.423
M03B6.3	-2.26	4.05	0.228
M03B6.4	-3.16	5	0.0875
M03C11.2	0.173	5.68	0.911
M03C11.3	-2.19	2.76	0.297
M03C11.7	-0.477	6.77	0.651
M03C11.8	-0.975	7.44	0.206
M03F4.6	-3.55	3.19	0.12
M03F8.3	-0.175	8.35	0.752
M04B2.2	-0.141	4.21	0.962
M04C9.3	-1.99	4.38	0.308
M04F3.3	0.973	3.59	0.612
M04F3.4	1.68	6.07	0.218
M04F3.5	-1.11	6.86	0.418
M04G7.3	5.3	4.58	0.0301
M05B5.4	-1.08	6.17	0.394
M05D6.2	-0.317	8.72	0.517
M05D6.5	0.584	5.21	0.714
M05D6.6	-1.12	5.95	0.501
M106.2	-0.472	4.04	0.791
M106.3	-1.53	7.71	0.0479
M106.4	-0.255	7.18	0.794
M106.7	1.02	4.93	0.551
M106.8	-0.127	3.63	0.973
M110.3	-0.274	8.24	0.633
M116.5	-2.49	5.17	0.15
M117.1	1.53	2.71	0.513
M117.6	0.969	2.87	0.667
M142.5	-1.74	2.95	0.396
M142.8	0.118	3.24	0.959
M151.3	0.542	4.83	0.8
M151.7	0.169	6.74	0.875
M163.1	-0.584	4.84	0.791
M176.11	0.0689	4.06	1
M176.2	-0.312	7.29	0.721
M176.4	-2.81	2.94	0.233
M18.3	-0.43	6.49	0.713
M18.6	-0.21	8.91	0.702
M18.8	-0.00635	8.12	0.996
M199.2	-0.618	5.8	0.678
M28.5	0.349	7.63	0.65
M57.1	0.0284	4.64	1
M57.2	0.21	7.65	0.795
M60.6	0.266	5.29	0.901
M70.4	-2.67	5.32	0.0994
M70.5	2.21	3.78	0.259
M79.2	-3.46	3.13	0.131
M88.2	0.871	6.2	0.501
M88.5	-1	7.35	0.238
M88.7	0.44	6.38	0.709
mab-20	-0.039	6.16	0.987
mab-31	-2.99	2.81	0.189
mac-1	-0.379	4.77	0.826
madd-2	2.03	3.12	0.332
mag-1	-0.203	7.12	0.833
magi-1	-1.89	6.95	0.106
mai-1	-3.07	2.87	0.178
mai-2	0.712	6.39	0.595
mak-2	0.571	6.38	0.65
map-1	-0.305	6.55	0.799
map-2	-0.035	7	0.976
marc-6	-2.27	6.29	0.0746
mars-1	0.72	8.17	0.469
mat-1	-0.258	8.05	0.656
mat-2	-0.566	8.17	0.419
mat-3	-0.162	6.25	0.905
math-15	-5.54	4.87	0.0221
math-33	-0.809	8.28	0.186
math-37	3.76	3.29	0.106
mau-2	0.118	7.62	0.885
mau-8	-2.09	6.32	0.0997
max-2	-3.15	3.92	0.108
mbd-2	0.691	7.03	0.513
mbf-1	-0.208	6.75	0.845
mbk-1	0.0326	6.69	0.98
mbk-2	0.151	9.97	0.743
mboa-2	0.791	6.73	0.477
mboa-3	-3.05	5.42	0.0834
mboa-6	-1.13	7.68	0.0961
mboa-7	0.0443	6.17	0.98
mbtr-1	-0.276	6.49	0.831
mca-1	0.317	7.08	0.827
mca-2	-5.02	4.39	0.0232
mca-3	-0.97	8.18	0.0851
mcd-1	1.18	5.6	0.447
mce-1	1.47	5.79	0.366
mcm-2	-1	7.3	0.242
mcm-3	-0.147	9.04	0.761
mcm-4	-0.0382	8.76	0.939
mcm-5	0.275	9.28	0.555
mcm-6	-0.105	9.49	0.821
mcm-7	0.086	9.69	0.852
mdf-1	-0.514	7.55	0.482
mdf-2	-0.666	8.27	0.233
mdh-1	1.21	7.5	0.274
mdh-2	0.232	8.15	0.674
mdt-1.2	2.41	5.86	0.0971
mdt-10	-2.24	5.84	0.124
mdt-11	0.0538	7.02	0.957
mdt-15	0.204	7.36	0.818
mdt-17	-1.38	5.64	0.371
mdt-18	-0.854	7.5	0.269
mdt-19	0.237	6.47	0.848
mdt-20	0.317	5.56	0.836
mdt-22	-0.16	8.21	0.81
mdt-26	0.183	8.95	0.701
mdt-27	0.202	8.38	0.705
mdt-28	-0.119	9.17	0.812
mdt-29	-1.33	4.41	0.463
mdt-30	-0.156	7.12	0.867
mdt-31	2.22	5	0.222
mdt-4	0.128	5.92	0.936
mdt-6	0.0602	7.41	0.945
mdt-8	0.795	7.31	0.349
mdt-9	0.189	7.11	0.834
mec-15	0.0638	8.36	0.905
mec-8	0.236	7.08	0.806
mecr-1	-1.07	6.29	0.414
meg-1	0.0914	8.75	0.852
meg-2	-0.868	7.43	0.281
mei-1	0.0116	8.33	0.983
mei-2	0.354	7.45	0.639
mek-1	0.0819	8.81	0.866
mek-2	0.348	3.57	0.9
mel-11	-0.0548	7.3	0.96
mel-26	0.0811	9.66	0.859
mel-28	-0.511	6	0.732
mel-32	0.135	8.39	0.814
mel-46	-1.65	6.15	0.21
mel-47	-0.276	8.02	0.643
memb-1	0.698	4.91	0.677
memb-2	0.187	6.41	0.873
men-1	-0.922	6.94	0.336
mep-1	0.118	7.99	0.844
mes-1	-0.916	7.28	0.27
mes-2	-0.273	7.07	0.8
mes-3	-1.26	5.83	0.362
mes-4	-0.191	7.96	0.757
mes-6	-0.00621	7.79	0.997
mesp-1	0.646	6.29	0.59
met-1	0.0373	8.97	0.956
met-2	0.118	8.19	0.843
mett-10	-0.439	7.19	0.644
mev-1	0.413	7.24	0.646
mex-1	-0.202	9.04	0.669
mex-3	-0.0577	9.66	0.901
mex-5	0.468	10.6	0.305
mex-6	0.312	10.1	0.491
mfap-1	-0.429	8.44	0.446
mfb-1	0.993	5.16	0.626
mff-1	-0.253	5.01	0.881
mff-2	1.18	6.08	0.367
mif-1	-1.77	4.77	0.322
mif-2	2.37	2.94	0.316
mif-3	0.599	5.06	0.707
mig-1	-4.44	3.9	0.0592
mig-10	-0.117	6.4	0.929
mig-14	-1.71	6.6	0.13
mig-15	-0.0134	6.21	0.994
mig-2	-0.335	6.23	0.788
mig-22	-1.85	7.55	0.117
mig-23	0.79	5.15	0.686
mig-32	0.25	8.73	0.605
mig-5	0.118	8.66	0.83
mis-12	-0.0332	6.87	0.975
misc-1	-0.319	7.88	0.644
mix-1	0.153	7.68	0.849
miz-1	0.175	7.81	0.804
mkk-4	-0.26	5.58	0.898
mlc-4	0.497	7.44	0.552
mlcd-1	0.152	7.09	0.864
mlh-1	0.0851	6.56	0.946
mlk-1	-2.29	5.41	0.185
mls-2	0.34	3.68	0.894
mlt-10	5.2	4.78	0.024
mlt-7	3.94	3.43	0.0927
mmaa-1	-0.359	7.81	0.586
mmab-1	0.558	6.49	0.657
mmcm-1	0.144	8.82	0.791
mml-1	0.552	6.78	0.688
mms-19	0.434	6.69	0.716
mnat-1	0.7	7.73	0.306
moag-4	1.03	6.02	0.456
moc-1	-1.37	5.72	0.424
moc-3	-0.257	6.76	0.806
mog-1	-0.356	8.05	0.589
mog-2	0.409	7.15	0.652
mog-3	-0.141	7.68	0.85
mog-4	-1.38	5.85	0.317
mog-5	0.0299	8.37	0.956
mom-1	-0.254	5	0.894
mom-2	0.389	9.77	0.392
mom-4	-0.249	8.1	0.741
mom-5	-4.29	3.77	0.038
moma-1	0.751	6.63	0.49
mon-2	-0.868	6.79	0.414
mop-25.1	1.45	6.92	0.149
mop-25.2	0.243	6.91	0.814
mop-25.3	-0.222	6.53	0.843
morc-1	0.00385	8.2	1
mpk-1	0.19	7.6	0.787
mppa-1	-4.61	4.35	0.0274
mppb-1	1.47	6.21	0.327
mrck-1	-0.344	7.55	0.651
mre-11	0.331	8.43	0.517
mrg-1	-0.196	8.22	0.722
mrp-2	3.2	2.89	0.166
mrp-4	0.64	8.8	0.297
mrp-5	-1.56	6.7	0.207
mrp-7	-0.838	7.59	0.328
mrpl-41	-0.349	4.12	0.848
mrps-5	-2.46	6.54	0.064
mrt-1	0.611	6.36	0.613
mrt-2	1.03	4.62	0.558
msh-2	-0.773	7.6	0.279
msh-5	0.0514	7.54	0.949
msh-6	0.582	7.76	0.436
mspn-1	0.617	7.84	0.35
MTCE.11	0.555	7.9	0.393
MTCE.12	0.983	8.19	0.104
MTCE.16	0.806	6.79	0.42
MTCE.23	0.512	8.9	0.284
MTCE.25	0.444	7.85	0.496
MTCE.26	0.836	11.2	0.0891
MTCE.3	0.573	8.46	0.431
MTCE.31	0.589	9.97	0.294
MTCE.33	0.55	7.44	0.562
MTCE.34	0.742	5.84	0.602
MTCE.35	0.912	8.26	0.112
MTCE.4	0.377	5.2	0.824
MTCE.7	0.329	6.12	0.808
mtk-1	0.503	8.72	0.439
mtm-1	1.56	5.86	0.354
mtm-3	-0.134	8.79	0.809
mtm-5	0.161	6.61	0.905
mtm-6	-0.157	7.44	0.84
mtm-9	-0.928	6.5	0.422
mtp-18	-2.39	3.45	0.237
mtr-4	0.246	8.25	0.659
mtss-1	1.15	5.57	0.441
mtx-1	0.43	8.97	0.357
mtx-2	-0.295	6.74	0.776
mus-101	-1.1	7.13	0.227
mus-81	-0.167	6.07	0.914
mut-14	-0.0648	6.62	0.957
mut-15	-0.601	7.59	0.4
mut-16	-0.378	8.51	0.451
mut-2	0.343	8.01	0.597
mut-7	-0.968	7.23	0.282
mvb-12	-0.609	6.46	0.595
mvk-1	-0.163	7.62	0.837
mxl-1	0.916	6.05	0.49
mxl-2	0.681	6.46	0.55
mys-1	0.153	8.14	0.785
mys-2	-3.87	3.97	0.0461
mys-4	-0.751	6.34	0.551
nac-2	0.878	3.56	0.707
nape-2	-2.47	3.42	0.224
nars-1	0.823	8.19	0.173
nars-2	-0.0167	4.97	1
nasp-1	0.281	8.52	0.578
nasp-2	-0.0881	9.92	0.847
nbet-1	-0.231	7.97	0.74
ncbp-1	-0.0645	8.68	0.91
ncbp-2	-1.87	5.05	0.316
nck-1	-1.29	6.86	0.189
ncl-1	-0.194	7.87	0.759
ncs-2	-0.591	6.39	0.61
ncx-1	-1.95	3.41	0.359
ncx-3	-0.425	5.12	0.795
ncx-8	-4.33	3.81	0.0653
ndc-80	0.326	8.39	0.524
ndg-4	-0.0986	2.97	1
nduf-2.2	0.545	7.74	0.484
nduf-5	0.4	5.03	0.807
nduf-6	0.709	5.2	0.65
nduf-7	0.953	6.81	0.357
ndx-3	3.59	5.31	0.0639
ndx-4	-1.59	4.22	0.343
ndx-6	-1.39	5.74	0.338
ndx-7	0.536	5.85	0.714
ndx-9	-0.681	6.53	0.541
ned-8	1.15	5.4	0.461
nekl-2	3.83	3.35	0.103
nep-1	-1.46	6.87	0.202
nex-1	0.836	7.51	0.259
nfi-1	-1.19	7.01	0.2
nfm-1	-1.76	2.82	0.454
nft-1	1.14	5.52	0.445
nfya-1	-0.393	6.95	0.687
nfya-2	-0.225	6.21	0.868
nfyb-1	0.351	7.53	0.637
nfyc-1	0.426	9.17	0.445
ngp-1	0.127	7.46	0.869
nhl-2	-3.58	6.15	0.022
nhl-3	0.704	4.43	0.72
nhr-1	-0.725	5.14	0.668
nhr-10	0.942	6.23	0.472
nhr-100	-3.69	5.15	0.0876
nhr-102	-3.38	5.19	0.0604
nhr-105	0.498	6.07	0.781
nhr-11	-2.66	2.6	0.247
nhr-12	-0.927	7.58	0.255
nhr-122	-0.681	6.23	0.673
nhr-13	-1.41	5.26	0.431
nhr-134	-3.33	3.04	0.144
nhr-135	1.38	3.8	0.507
nhr-138	-1.29	6.66	0.388
nhr-145	-3.14	2.91	0.163
nhr-154	-2.79	5.54	0.102
nhr-161	1.09	6.34	0.406
nhr-168	-5.61	4.93	0.00617
nhr-17	0.159	5.86	0.925
nhr-181	2.12	5.84	0.143
nhr-19	-5.29	4.64	0.0213
nhr-190	-3.17	3.2	0.176
nhr-2	1.24	8	0.0446
