	P0_rep1	P0_rep2	AB_rep1	AB_rep2	P1_rep1	P1_rep2	
B0250.7	0	0	0	0	0	0	
B0250.8	0	0	0	0	0	0	
B0252.1	0	0	0	0	0	0	
B0252.3	0	0	0	0	0	0	
B0252.5	0	0	0	0	0	0	
B0252.8	0	0	0	0	0	0	
B0261.1	22.63	35.83	159.4	98.91	107.74	154.61	
B0261.4	53.14	77.3	72.25	43.91	137.91	18.71	
B0261.5	0	0	0	0	0	0	
B0261.6	0	0	0	0	0	0	
B0261.7	317.99	266.29	231.42	193.26	398.99	229.18	
B0261.8	73.51	9.5	0	4.81	0	7.16	
B0261.9	0	0	0	0	0	0	
B0272.3	94.61	167.33	123.41	179.75	131.94	143.9	
B0272.4	0	0	0	0	0	0	
B0273.1	0	0	0	0	0	0	
B0273.111	0	0	0	0	0	0	
B0273.112	0	0	0	0	0	0	
B0273.113	0	0	0	0	0	0	
B0273.114	0	0	0	0	0	0	
B0273.3	15.91	4.33	6.31	8.04	0	7.75	
B0280.11	0	0	0	0	0	0	
B0280.13	0.42	0.28	0	0	0.2	0	
B0280.17	0	0	0	0	0	0	
B0280.19	0	0	0	0	0	0	
B0280.2	0	0	0	0	0	0	
B0280.20	0	0	0	0	0	0	
B0280.6	0	0	0	0	0	0	
B0280.7	0	0	0	0	0	0	
B0280.9	179.62	206.11	95.66	93.18	126.11	120.14	
B0281.1	0	0	0	0	0	0	
B0281.3	0	0	0	0	0	0	
B0281.4	0	0	0	0	0	0	
B0281.5	118.9	100.63	47.72	21.05	0	22.76	
B0281.6	0	0	0	0	0	0	
B0281.7	0	0	0	0	0	0	
B0281.8	0	0	0	0	0	0	
B0284.1	0	0	0	0	0	0	
B0284.2	0	0	0	0	0	0	
B0284.3	0	0	0	0	0	0	
B0284.4	0	0	0	0	0	0	
B0284.5	0	0	0	0	0	0	
B0284.6	0	0	0	0	0	0	
B0284.7	0	0	0	0	0	0	
B0285.11	0	0	0	0	0	0	
B0285.12	0	0.91	0	0	0	0	
B0285.14	0	0	0	0	0	0	
B0285.15	0	0	0	0	0	0	
B0285.16	0	0	0	0	0	0	
B0285.3	80.5	104.18	73.33	29.54	140.78	34.08	
B0285.4	209.51	217.02	114.7	131.28	77.94	133.41	
B0285.6	0	0	0	0	0	0	
B0285.t1	0	0	0	0	0	0	
B0286.1	0	1.84	0	0	0	0	
B0286.3	11.22	0	0	0	0	0	
B0286.8	0	0	0	0	0	0	
B0286.9	0	0	0	0	0	0	
B0294.1	0	0	0	0	0	0	
B0294.3	0	0	0	0	0	0	
B0302.2	0	0	0	0	0	0	
B0302.4	0	0	0	0	0	0	
B0302.5	0	0	0	0	0	0	
B0302.7	0	0	0	0	0	0	
B0303.11	0	0	0	0	0	0	
B0303.14	29.55	2.7	0.45	20.66	0	1.1	
B0303.15	149.63	161.38	103.55	88.12	95.28	37.82	
B0303.16	0	0	0	0	0	0	
B0303.17	0	0	0	0	0	0	
B0303.2	2.18	2.46	0.73	0	1.54	0	
B0303.3	112.22	54.21	121.06	144.57	87.05	103.52	
B0303.4	128.07	202.54	262.47	170.36	162.92	165.31	
B0303.7	93.96	32.29	2.42	48.33	0.51	96.53	
B0304.10	0	0	0	0	0	0	
B0304.2	155.66	138.25	115.43	95.86	166.79	109.27	
B0304.4	122.62	50.11	262.54	48.23	207.96	54.75	
B0310.1	0	0	0	0	0	0	
B0310.10	0	0	0	0	0	0	
B0310.11	0	0	0	0	0	0	
B0310.12	0	0	0	0	0	0	
B0310.2	36.77	37.41	21.8	8.3	45.61	20.38	
B0310.3	0	0	0	0	0	0	
B0310.6	0	0	0	0	0	0	
B0310.7	0	0	0	0	0	0	
B0310.8	0	0	0	0	0	0	
B0310.9	0	0	0	0	0	0	
B0331.2	0	0	0	0	0	0	
B0334.10	13.09	15.11	4.58	2.84	5.47	2.11	
B0334.12	0	0	0	0	0	0	
B0334.13	7.8	9.93	3.51	4.06	5.14	6.8	
B0334.15	6.58	64.13	33.3	8.84	0	15.24	
B0334.16	0	0	0	0	0	0	
B0334.17	28.11	105.56	20.23	18.3	13.23	8.17	
B0334.18	0	0	0	0	0	0	
B0334.19	0	0	0	0	0	0	
B0334.3	36.06	39.14	26.52	38.65	73.1	75.04	
B0334.4	421.54	559.48	253.75	239.24	394.17	248.16	
B0334.5	41.25	46.64	24.61	43.95	170.62	127.07	
B0334.6	0	0	0	0	0	0	
B0334.9	0	0	0	0	0	0	
B0336.11	0	0	0	0	0	0	
B0336.12	0	0	0	0	0	0	
B0336.13	130.57	180.44	132.05	61.46	98.29	62.1	
B0336.14	0	0	0	0	0	0	
B0336.15	0	0	0	0	0	0	
B0336.16	0	0	0	0	0	0	
B0336.3	72.04	76.07	85.3	79.5	18.55	51.27	
B0336.5	238.95	244.81	391.85	181.25	357.39	236.66	
B0336.7	23.38	24.38	44.53	30.22	0	53.58	
B0344.1	0	0	0	0	0	0	
B0344.3	0	0	0	0	0	0	
B0344.4	0	0	0	0	0	0	
B0344.5	0	0	0	0	0	0	
B0344.t1	0	0	0	0	0	0	
B0344.t2	0	0	0	0	0	0	
B0344.t3	0	0	0	0	0	0	
B0348.1	0	0	0	0	0	0	
B0348.2	0	0	0	0	0	0	
B0348.5	0	0	0	0	0	0	
B0350.67	0	0	0	0	0	0	
B0350.68	0	0	0	0	0	0	
B0350.69	0	0	0	0	0	0	
B0350.70	0	0	0	0	0	0	
B0350.71	0	0	0	0	0	0	
B0350.72	0	0	0	0	0	0	
B0350.73	0	0	0	0	0	0	
B0350.74	0	0	0	0	0	0	
B0350.75	0	0	0	0	0	0	
B0350.76	0	0	0	0	0	0	
B0350.77	0	0	0	0	0	0	
B0350.78	0	0	0	0	0	0	
B0350.79	0	0	0	0	0	0	
B0350.80	0	0	0	0	0	0	
B0350.81	0	0	0	0	0	0	
B0350.82	0	0	0	0	0	0	
B0350.83	0	0	0	0	0	0	
B0350.84	0	0	0	0	0	0	
B0350.t1	0	0	0	0	0	0	
B0353.1	0	0	0	0	0	0	
B0353.2	0	0	0	0	0	0	
B0361.11	0	0	0	0	0	0	
B0361.2	404.4	327.92	573.15	325.57	224	212.61	
B0361.3	134.18	75.22	160.11	163.68	48.6	210.34	
B0361.4	2.79	1.3	0	0.42	1.21	1.41	
B0361.6	116.32	177.31	124.97	147.43	200.76	101.15	
B0361.8	182.37	216.09	253.12	210.87	320.64	224.75	
B0361.9	41.82	14.27	60.39	39.17	187.48	57.57	
B0365.1	23.32	9.53	27.46	53.65	12.93	30.02	
B0365.2	0	0	0	0	0	0	
B0365.7	0	0	0	0	0	0	
B0365.8	0	0	0	0	0	0	
B0379.1	0	0	16.97	0	0	0	
B0379.10	0	0	0	0	0	0	
B0379.11	0	0	0	0	0	0	
B0379.2	0	0	0	0	0	0	
B0379.6	0	0	0	0	0	0	
B0379.7	0	0	0	0	0	0	
B0379.8	0	0	0	0	0	0	
B0379.9	0	0	0	0	0	0	
B0391.1	0	0	0	0	0	0	
B0391.10	0	0	0	0	0	0	
B0391.13	0	0	0	0	0	0	
B0391.3	0	0	0	0	0	0	
B0391.8	14.51	0	0	13.99	0	0.41	
B0393.10	0	0	0	0	0	0	
B0393.11	0	0	0	0	0	0	
B0393.12	0	0	0	0	0	0	
B0393.13	0	0	0	0	0	0	
B0393.14	0	0	0	0	0	0	
B0393.15	0	0	0	0	0	0	
B0393.16	0	0	0	0	0	0	
B0393.3	224.61	190.29	278.56	363.3	256.37	386.19	
B0393.4	0	0.73	0	0	0	0	
B0393.5	1.28	0	0	0	0	0	
B0393.6	135	156.53	225.54	174.16	225.7	115.76	
B0393.7	0	0	0	0	0	0	
B0393.8	0	0	0	0	0	0	
B0393.9	99.47	0	0	0.82	0	0	
B0395.10	0	0	0	0	0	0	
B0395.3	13.73	39.26	1.03	64.06	5.38	111.67	
B0395.7	0	0	0	0	0	0	
B0395.8	0	0	0	0	0	0	
B0395.9	0	0	0	0	0	0	
B0395.t1	0	0	0	0	0	0	
B0399.3	0	0	0	0	0	0	
B0399.t1	0	0	0	0	0	0	
B0399.t10	0	0	0	0	0	0	
B0399.t11	0	0	0	0	0	0	
B0399.t12	0	0	0	0	0	0	
B0399.t13	0	0	0	0	0	0	
B0399.t14	0	0	0	0	0	0	
B0399.t15	0	0	0	0	0	0	
B0399.t16	0	0	0	0	0	0	
B0399.t2	0	0	0	0	0	0	
B0399.t3	0	0	0	0	0	0	
B0399.t4	0	0	0	0	0	0	
B0399.t5	0	0	0	0	0	0	
B0399.t6	0	0	0	0	0	0	
B0399.t7	0	0	0	0	0	0	
B0399.t8	0	0	0	0	0	0	
B0399.t9	0	0	0	0	0	0	
B0403.10	0	0	0	0	0	0	
B0403.11	0	0	0	0	0	0	
B0403.12	0	0	0	0	0	0	
B0403.13	0	0	0	0	0	0	
B0403.14	0	0	0	0	0	0	
B0403.3	0	0	0	0	0	0	
B0403.5	0	0	0	0	0	0	
B0403.6	0	0	0	0	0	0	
B0403.7	0	0	0	0	0	0	
B0403.8	0	0	0	0	0	0	
B0403.9	0	0	0	0	0	0	
B0410.1	0	0	0	0	0	0	
B0410.3	0	39	0	0	0	0	
B0410.4	0	0	0	0	0	0	
B0412.3	27.91	20.27	45.11	69.04	26.65	58.75	
B0412.6	0	0	0	0	0	0	
B0412.7	0	0	0	0	0	0	
B0414.10	0	0	0	0	0	0	
B0414.11	0	0	0	0	0	0	
B0414.12	0	0	0	0	0	0	
B0416.1	0	0	0	0	0	0	
B0416.2	0	0	0	0	0	0	
B0416.3	2.19	4.4	1.47	0.53	0.39	1.79	
B0416.4	92.78	117.64	120.94	131.29	107.26	49.6	
B0416.5	288.99	282.45	161.64	299.9	104.75	236.98	
B0416.7	0	0	0	0	0	0	
B0416.8	0	0	0	0	0	0	
B0416.9	0	0	0	0	0	0	
B0432.1	4.69	0	0	0	0	0	
B0432.10	73.42	81.78	51.47	18.54	66.99	23.03	
B0432.11	0	0	0	0	0	0	
B0432.13	54.25	85.09	71.96	79.02	27.26	18.04	
B0432.14	69.33	59.17	32.13	0	15.82	1.53	
B0432.16	0	0	0	0	0	0	
B0432.17	0	0	0	0	0	0	
B0432.18	0	0	0	0	0	0	
B0432.19	0	0	0	0	0	0	
B0432.6	8.09	41.16	55.54	10.05	0	0	
B0432.7	0	0	0	0	0	0	
B0432.8	49.04	71.47	8.82	31.5	135.06	28.97	
B0432.9	4.72	4.05	0	0.34	0	0	
B0454.12	0	0	0	0	0	0	
B0454.13	0	0	0	0	0	0	
B0454.14	0	0	0	0	0	0	
B0454.15	0	0	0	0	0	0	
B0454.16	0	0	0	0	0	0	
B0454.17	0	0	0	0	0	0	
B0454.18	0	0	0	0	0	0	
B0454.19	0	0	0	0	0	0	
B0454.20	0	0	0	0	0	0	
B0454.21	0	0	0	0	0	0	
B0454.22	0	0	0	0	0	0	
B0454.23	0	0	0	0	0	0	
B0454.24	0	0	0	0	0	0	
B0454.25	0	0	0	0	0	0	
B0454.5	0	0	0	0	0	0	
B0454.6	1.75	5.28	0	0	0	0	
B0454.8	0	0	0	0	0	0	
B0454.9	8.44	13.62	23.3	16.1	0	26.09	
B0457.10	0	0	0	0	0	0	
B0457.11	0	0	0	0	0	0	
B0457.12	0	0	0	0	0	0	
B0457.13	0	0	0	0	0	0	
B0457.14	0	0	0	0	0	0	
B0457.15	0	0	0	0	0	0	
B0457.16	0	0	0	0	0	0	
B0457.17	0	0	0	0	0	0	
B0457.18	0	0	0	0	0	0	
B0457.19	0	0	0	0	0	0	
B0457.2	0	0	0	0	0	0	
B0457.3	0	0	0	0	0	0	
B0457.4	0	0	0	0	0	0	
B0457.6	0	0	0	0	0	0	
B0457.8	0	0	0	0	0	0	
B0457.9	0	0	0	0	0	0	
B0462.1	0	0	0	0.27	0	0	
B0462.4	0	0	0	0	0	0	
B0462.5	0	0	0	0	0	0	
B0464.2	229.89	208.75	300.41	403.47	428.12	271.79	
B0464.6	184.39	196.9	135.17	226.6	114.65	179.18	
B0464.9	32.22	43.52	95.46	116.62	154.91	135.54	
B0478.23	0	0	0	0	0	0	
B0478.24	0	0	0	0	0	0	
B0478.25	0	0	0	0	0	0	
B0478.26	0	0	0	0	0	0	
B0478.3	0	0	0	0	0	0	
B0491.1	8.37	1.68	0	0	0.26	21.89	
B0491.10	0	0	0	0	0	0	
B0491.11	0	0	0	0	0	0	
B0491.5	131.54	225.9	168.1	120.98	97.27	145.62	
B0491.6	34.55	36.05	120.98	114.86	0.68	94.56	
B0491.7	113.86	50.94	0	3.78	0	25.31	
B0491.9	0	0	0	0	0	0	
B0491.t1	0	0	0	0	0	0	
B0491.t2	0	0	0	0	0	0	
B0495.11	0	0	0	0	0	0	
B0495.12	0	0	0	0	0	0	
B0495.13	0	0	0	0	0	0	
B0495.14	0	0	0	0	0	0	
B0495.15	0	0	0	0	0	0	
B0495.16	0	0	0	0	0	0	
B0495.17	0	0	0	0	0	0	
B0495.18	0	0	0	0	0	0	
B0495.19	0	0	0	0	0	0	
B0495.2	46.08	17.03	186.24	42.89	22.46	73.59	
B0495.20	0	0	0	0	0	0	
B0495.21	0	0	0	0	0	0	
B0495.22	0	0	0	0	0	0	
B0495.5	67.95	23.35	43.39	25.74	7	10.8	
B0495.6	62.45	99.03	44.03	14.28	115.16	25.75	
B0495.7	21.59	19.28	74.7	112.48	0	24.33	
B0495.8	112.69	109.55	96.47	94.32	161.76	106.29	
B0495.9	99.9	66.41	268.42	130.07	215.18	175.8	
B0496.1	0	0	0	0	0	0	
B0496.11	0	0	0	0	0	0	
B0496.12	0	0	0	0	0	0	
B0496.13	0	0	0	0	0	0	
B0496.14	0	0	0	0	0	0	
B0496.15	0	0	0	0	0	0	
B0496.16	0	0	0	0	0	0	
B0496.17	0	0	0	0	0	0	
B0496.18	0	0	0	0	0	0	
B0496.19	0	0	0	0	0	0	
B0496.2	0	0	0	0	0	0	
B0496.6	0	0	0	0	0	0	
B0507.1	0	0	0	0	0	0	
B0507.10	0	0	0	0	0	0	
B0507.13	0	0	0	0	0	0	
B0507.14	0	0	0	0	0	0	
B0507.2	20.24	5.18	50.16	41.69	0.26	25.27	
B0507.3	0	0	0	0	0	0	
B0507.4	0	0	0	0	0	0	
B0507.5	0	0	0	0	0	0	
B0507.6	0	0	0	0	0	0	
B0507.7	0	0	0	0	0	0	
B0507.8	0	0	0	0	0	0	
B0507.9	0	0	0	0	0	0	
B0511.11	0	0	0	2.39	0	0	
B0511.12	36.12	32.84	28.16	59.15	23.16	37.36	
B0511.13	158.72	157.08	54.41	93.8	44.35	79.98	
B0511.15	0	0	0	0	0	0	
B0511.16	0	0	0	0	0	0	
B0511.2	3.29	5.25	0	1.13	0.27	1.26	
B0511.6	74.25	77.48	78.44	67.51	19.46	100.05	
B0511.7	226.28	164.48	79.71	154.01	196.58	145.42	
B0513.11	0	0	0	0	0	0	
B0513.12	0	0	0	0	0	0	
B0513.2	79.07	169.16	158.13	75.25	283.3	125.09	
B0513.4	0	0	0	0	0	0	
B0513.5	0	0	0	0	0	0	
B0513.6	0	0	0	0	0	0	
B0513.7	0	0	0	0	0	0	
B0513.9	0	0	0	0	0	0	
B0513.t1	0	0	0	0	0	0	
B0523.6	0	0	0	0	0	0	
B0524.2	0	0	0	0	0	0	
B0524.3	0	0	0	0	0	0	
B0524.4	0	0	0	0	0	0	
B0524.5	0	0	0	0	0	0	
B0524.6	0	0.97	2.6	2.5	0.91	0	
B0524.7	0	0	0	0	0	0	
B0524.8	0	0	0	0	0	0	
B0524.9	0	0	0	0	0	0	
B0545.4	0	0	0	0	0	0	
B0546.2	84.59	73.07	92.92	131.38	177.85	162.67	
B0546.3	6.34	0	0	0	0	0	
B0546.4	60.3	50.48	68.2	21.86	28.54	51.94	
B0546.5	0	0	0	0	0	0	
B0547.2	0	0	0	0	0	0	
B0547.34	0	0	0	0	0	0	
B0554.1	0	0	0	0	0	0	
B0554.2	0	0	0	0	0	0	
B0554.3	0	0	0	0	0	0	
B0554.4	0	0	0	0	0	0	
B0554.5	0	0	0	0	0	0	
B0554.7	0	0	0	0	0	0	
B0563.1	0	0	0	0	0	0	
B0563.10	0	0	0	0	0	0	
B0563.12	0	0	0	0	0	0	
B0563.13	0	0	0	0	0	0	
B0563.14	0	0	0	0	0	0	
B0563.15	0	0	0	0	0	0	
B0563.16	0	0	0	0	0	0	
B0563.17	0	0	0	0	0	0	
B0563.5	0	0	0	0	0	0	
B0563.6	0	0	0	0	0	0	
B0563.7	0	0	0	0	0	0	
B0563.8	0	0	0	0	0	0	
B0563.9	0	0	0	0	0	0	
B0564.11	51.32	47.25	25.97	62.24	54.92	19.84	
B0564.2	11.52	61.12	9.9	36.83	0	5.33	
B0564.3	0	0	0	0	0	0	
B0564.4	0	0	0	0	0	0	
B0564.6	0	0	0	0	0	0	
B0564.7	34.83	74.5	57.4	69.1	78.71	60.91	
B0564.9	0	0	0	0	0	0	
baf-1	688.86	831.08	419.86	275.22	392.82	227.62	
bag-1	218.37	208.69	156.7	93.22	148.03	104.85	
bah-1	0	0	0	0	0	0	
bam-2	0.16	1.58	0	0.31	0	4.27	
bar-1	0	0	0	0	0	0	
bas-1	0	1.15	0	0	0	0	
bath-1	2.14	11.57	14.07	18.28	78.15	6.99	
bath-10	0	0	10.11	0	0	0	
bath-11	0	0	0	0	0	0	
bath-12	0	0	0	0	0	0	
bath-13	0	0	0	0	0	0	
bath-14	0	0	0	1.13	0	1.26	
bath-15	136.32	108.24	100.16	60.18	57.34	26.45	
bath-18	0	0	0	0	0	0	
bath-19	0	0	0	0	0	0	
bath-2	48.85	72.35	71.88	34.04	11.09	55.64	
bath-20	0	0	0	0	0	0	
bath-21	0	0	11.43	0	8.97	0	
bath-22	0.76	4.62	0	0	0	0	
bath-23	0	0	0	0	0	0	
bath-24	0	0.21	0	0	0	0	
bath-25	0	0	0	0	0	0	
bath-26	0	0	0	0	0	0	
bath-27	93.14	66.92	63.83	13.86	46.33	31.58	
bath-28	47.47	76.66	0	13.66	33.16	38.66	
bath-29	50.55	66.92	48.42	25.06	55.46	40.53	
bath-3	0	0	0	0	0	0	
bath-30	108.5	100.45	56.08	53.39	125.22	117.94	
bath-31	0.24	0.24	0	0	0	0	
bath-33	0	0	0	0	0	0	
bath-34	0.2	12.96	0	0	0	3.57	
bath-35	0	0	0	0	0	0	
bath-36	15.02	49.36	5.01	13.91	13.77	21.93	
bath-37	0	0	0	0	0	0	
bath-38	16.27	38.73	193.67	100.62	28.33	70.53	
bath-39	99.86	27.4	105.35	50.43	107.37	82.22	
bath-4	41.18	7.44	37.04	23.72	0	5.18	
bath-40	112.11	72.4	134.79	220.24	59.12	155.45	
bath-41	262.18	184.54	221.1	181.24	132.26	196.43	
bath-42	448.24	427.24	411.66	465.72	304.89	540.4	
bath-43	208.61	107.46	165.68	172.07	133.34	282.17	
bath-44	99.27	183.07	89.11	126.02	59.75	102.47	
bath-45	0	0	0	0	0	0	
bath-46	0	0	0	0	0	0	
bath-47	0	0	0	0	0	0	
bath-5	152.36	157.75	19.85	21.03	83.07	65.27	
bath-6	0	43.16	23.31	23.06	60.58	42.05	
bath-7	0	0	0	0	0	0	
bath-8	0	0	0	0	0	0	
bath-9	3.88	3.74	0	2.31	0	0	
bbs-1	0	0	0	0	0	0	
bbs-2	0	0	0	0	0	1.57	
bbs-5	0	0	0	14.36	0	0	
bbs-8	0	0	0	0	0	0	
bbs-9	0	0	0	0	0	0	
bca-1	58.68	8.4	24.57	30.63	0	52.92	
bca-2	74.55	285.71	248.28	92.15	1.33	84.32	
bcat-1	0	1.16	0	0	0	0	
bcc-1	0	0	0	0	0	0	
bcmo-1	0	0	0	0	0	0	
bcmo-2	0	0	0	20.75	0	0	
bcs-1	97.31	97.28	170.47	143.52	140.2	131.79	
BE0003N10.1	17.54	14.02	26.01	9.57	17.07	0.71	
BE0003N10.3	1.47	0	0	0.14	0.89	0.15	
BE0003N10.4	0	0	0	0	0	0	
BE0003N10.5	0	0	0	0	0	0	
BE0003N10.t1	0	0	0	0	0	0	
BE0003N10.t2	0	0	0	0	0	0	
BE0003N10.t3	0	0	0	0	0	0	
BE0003N10.t4	0	0	0	0	0	0	
BE0003N10.t5	0	0	0	0	0	0	
BE0003N10.t6	0	0	0	0	0	0	
BE10.1	0	0	0	0	0	0	
BE10.3	0	0	0	0	0	0	
BE10.4	8.66	9.46	1.67	4.35	7.69	3.78	
BE10.5	0	0	0	0	0	0	
BE10.6	0	0	0	0	0	0	
BE10.7	0	0	0	0	0	0	
bec-1	67.32	21.44	82.78	19.84	6.75	30.82	
bed-1	10.71	16.63	22.3	13.19	78.55	37.55	
bed-2	13.88	9.91	0.43	7.04	0	4.16	
bed-3	0.95	0	0	15.24	0	12.88	
ben-1	0.76	0	25.59	1.85	12.32	9.09	
bet-1	5.9	1.4	0.62	8.81	0	0.5	
bet-2	42.88	40.22	6.18	29.54	6.46	47.49	
bicd-1	0.3	0	0	0	0	0	
bir-1	215.27	291.23	280.38	120.68	131.55	93.4	
bir-2	163.39	81.8	76.43	95.88	33.05	115.23	
bli-1	0.36	0	0	0.35	0	0.39	
bli-2	0.82	0	0	0	0	0	
bli-3	0.36	0	0.69	12.94	0	0.45	
bli-4	156.92	198.17	245.44	241.17	151.43	200.42	
bli-5	0	0	0	0	0	0	
bli-6	0	0	0	0	0	0	
blmp-1	0	6.79	0.3	0.22	0	0	
bmk-1	8.51	14.36	20.13	25.92	18.22	66.24	
bmy-1	130.52	255.13	189.25	96.64	171.6	87.46	
bpl-1	2.57	1.67	0	3.83	0	20.07	
bra-1	47.43	50.59	4.29	37.3	13.48	5.55	
bra-2	145.42	142.94	272.34	165.58	352.23	142.69	
brc-1	27.2	27.51	8.2	59.63	6.95	34.38	
brc-2	78.76	109.41	103.24	63.73	99.01	91.96	
brd-1	72.69	38.89	54.13	114.67	40.5	86.37	
bre-1	0	0.24	0	0	0	0	
bre-2	0	0	0	0	0	0	
bre-3	19.3	17.66	47.91	58.04	141.38	39.53	
bre-4	18.85	68.99	31.12	23.11	0	58.13	
bre-5	83.49	111.08	36.55	78.73	50.84	32.99	
brf-1	58.74	87.44	151.61	106.73	138.44	113.32	
bro-1	0	0	0	0	0	0	
brp-1	0	0	0	0	0	0	
btb-1	0	0	0	0	0	0	
btb-10	0	0.8	0	0	0	0	
btb-11	0.56	0	0	0	0	0	
btb-12	0	0	0	0	0	0	
btb-13	0	0	0	0	0	0	
btb-14	0	0	0	0	0	0	
btb-15	0	0.38	0	0	0	0	
btb-16	0	0	0	0	0	0	
btb-17	0	0	0	0	0	0	
btb-18	0	0	0	0	0	0	
btb-19	116.59	171.03	48.43	34.26	0.38	105.88	
btb-2	0	0	0	0	0	0	
btb-20	9.63	5.11	5.05	0	0	4.08	
btb-21	0	0	0	0	0	0	
btb-3	0	14.92	0	0	0	0	
btb-4	49.24	96.69	16.61	11.1	46.12	18.58	
btb-5	0	17.62	0	0	0	0	
btb-6	73.28	65.85	30.15	34.04	23.34	35.06	
btb-7	1.61	0	0	10.47	0	10.51	
btb-8	0	0	0	0	0	0	
btb-9	0	0	0	0	0	0	
btf-1	4.78	19.79	16.53	10.03	4.52	1.22	
bub-1	37.26	33.81	79.92	82.43	50.39	68.52	
bub-3	162.81	157.07	302.71	166.58	382.24	147.17	
bus-1	0	0	0	0	0	0	
bus-17	0	0.22	0	0	0	0	
bus-18	0.97	0	0.26	0	0	0	
bus-19	0	6.83	0	0	0	0	
bus-2	0	0	0	0	0	0	
bus-4	0	0	0	6.65	0	0	
bus-8	0	0.61	0	0	0	0	
byn-1	115.17	125.73	95.73	77.53	62.98	78.81	
C01A2.1	0	0	0	0	0	0	
C01A2.10	0	0	0	0	0	0	
C01A2.2	0	0	0	16.5	0	2.3	
C01A2.3	80.43	113.74	77.29	46.83	1.18	47.54	
C01A2.4	84.57	162.26	42.31	85.41	152.59	53.95	
C01A2.5	359.16	378.53	444.48	200.82	252.01	296.21	
C01A2.6	0	0	0	0	0	0	
C01A2.8	0	0	0	0	0	0	
C01A2.9	0	8.76	0	0	0	0	
C01B10.10	0	0	0	0	0	0	
C01B10.11	0	0	0	0	0	0	
C01B10.3	0	26.42	0	0	0	0	
C01B10.4	0	0	0	0	0	0	
C01B10.44	0	0	0	0	0	0	
C01B10.45	0	0	0	0	0	0	
C01B10.46	0	0	0	0	0	0	
C01B10.47	0	0	0	0	0	0	
C01B10.6	0	0	0	0	0	0	
C01B10.7	0	0	0	0	0	0	
C01B10.8	117.73	101.97	94.12	103.8	126.43	78.03	
C01B10.9	112.64	157.83	85.83	122.16	151.35	55.74	
C01B12.10	0	0	0	0	0	0	
C01B12.2	44.32	85.66	0	32.19	0	33.13	
C01B12.3	0	0	0	0	0	0	
C01B12.4	0	0	0	0	0	0	
C01B12.5	0	0	0	0	0	0	
C01B12.8	36.15	99.95	152.71	35.85	154.7	39.19	
C01B12.9	26.98	32.42	65.74	5.86	0	0	
C01B4.2	0	0	0	0	0	0	
C01B4.6	0	0	0	0	0	0	
C01B4.7	0	0	0	0	0	0	
C01B4.8	0	0	0	0	0	0	
C01B4.9	0	0	0	0	0	0	
C01B7.10	0	0	0	0	0	0	
C01B7.11	0	0	0	0	0	0	
C01B7.12	0	0	0	0	0	0	
C01B7.13	0	0	0	0	0	0	
C01B7.14	0	0	0	0	0	0	
C01B7.15	0	0	0	0	0	0	
C01B7.16	0	0	0	0	0	0	
C01B7.3	0	0	0	0	0	0	
C01B7.5	0	0	0	0	0	0	
C01B7.7	0	0	0	0	0	0	
C01B7.8	0	0	0	0	0	0	
C01B7.9	0	0	0	0	0	0	
C01B9.1	0	0	0	0	0	0	
C01B9.3	0	0	0	0	0	0	
C01B9.4	0	0	0	0	0	0	
C01B9.5	0	0	0	0	0	0	
C01B9.6	0	0	0	0	0	0	
C01C10.2	0	0	0	0	0	0	
C01C10.5	0	0	0	0	0	0	
C01C4.2	0	0	0	0	0	0	
C01C4.3	0	0	0	0	0	0	
C01C4.4	0	0	0	0	0	0	
C01C4.5	0	0	0	0	0	0	
C01C4.6	0	0	0	0	0	0	
C01C4.7	0	0	0	0	0	0	
C01F1.1	70.61	62.04	183.05	138.57	197.94	56.93	
C01F1.3	0	0	0	0	0	0	
C01F1.4	15.82	0.47	0	8.63	0	0	
C01F1.5	0	0	0	0	0	0	
C01F1.6	57.19	24.33	29.01	61.25	76.52	107.4	
C01F1.7	0	0	0	0	0	0	
C01F1.8	0	0	0	0	0	0	
C01F4.4	0	0	0	0	0	0	
C01F4.5	0	0	0	0	0	0	
C01F4.6	0	0	0	0	0	0	
C01F4.7	0	0	0	0	0	0	
C01F4.8	0	0	0	0	0	0	
C01F4.9	0	0	0	0	0	0	
C01F6.12	0	0	0	0	0	0	
C01F6.13	0	0	0	0	0	0	
C01F6.2	4.67	1.68	0	3.91	0	0	
C01F6.9	122.11	151.94	93.33	44.11	120.57	35.38	
C01G10.1	0	0	0	0	0	0	
C01G10.10	5.78	55.13	68.6	43.2	78.07	108.29	
C01G10.13	0	0	0	0	0	0	
C01G10.14	0	0	0	0	0	0	
C01G10.15	0	0	2.37	1.72	0	0	
C01G10.16	0	0	0	0	0	0	
C01G10.17	0	0	0	0	0	0	
C01G10.18	0	0	0	0	0	0	
C01G10.19	0	0	0	0	0	0	
C01G10.4	0	0	0	0	0	0	
C01G10.5	0	0	0	0	0	0	
C01G10.6	0	3.39	0	0	0	0	
C01G10.7	81.62	94.21	80.31	64.54	97.31	64.39	
C01G10.8	314.54	294.42	271.8	286.92	282.46	248.49	
C01G10.9	0	0	0	0	0	0.49	
C01G12.1	5.81	5.85	19.81	0.9	0	22	
C01G12.12	0	0	0	0	0	0	
C01G12.13	0	0	0	0	0	0	
C01G12.14	0	0	0	0	0	0	
C01G12.15	0	0	0	0	0	0	
